,_id,Team,Final,Season,Week
281,5f993e4b2aa4ba0deeabcb2f,Philadelphia (4-2),21,2016,7
282,5f993e4b2aa4ba0deeabcb30,Cleveland (0-7),17,2016,7
283,5f993e4b2aa4ba0deeabcb31,Cincinnati (3-4),31,2016,7
284,5f993e4b2aa4ba0deeabcb32,Washington (4-3),17,2016,7
285,5f993e4b2aa4ba0deeabcb33,Detroit (4-3),20,2016,7
286,5f993e4b2aa4ba0deeabcb34,Oakland (5-2),33,2016,7
287,5f993e4b2aa4ba0deeabcb35,Jacksonville (2-4),16,2016,7
288,5f993e4b2aa4ba0deeabcb36,Buffalo (4-3),25,2016,7
289,5f993e4b2aa4ba0deeabcb37,Miami (3-4),28,2016,7
290,5f993e4b2aa4ba0deeabcb38,Baltimore (3-4),16,2016,7
291,5f993e4b2aa4ba0deeabcb39,NY Jets (2-5),24,2016,7
292,5f993e4b2aa4ba0deeabcb3a,Tampa Bay (3-3),34,2016,7
293,5f993e4b2aa4ba0deeabcb3b,San Francisco (1-6),17,2016,7
294,5f993e4b2aa4ba0deeabcb3c,San Diego (3-4),33,2016,7
295,5f993e4b2aa4ba0deeabcb3d,Atlanta (4-3),30,2016,7
296,5f993e4b2aa4ba0deeabcb3e,New England (6-1),27,2016,7
297,5f993e4b2aa4ba0deeabcb3f,Pittsburgh (4-3),16,2016,7
298,5f993e4b2aa4ba0deeabcb40,Seattle (4-1-1),6,2016,7
299,5f993e4b2aa4ba0deeabcb41,Arizona (3-3-1),6,2016,7
300,5f993e4b2aa4ba0deeabcb42,Houston (4-3),9,2016,7
301,5f993e4b2aa4ba0deeabcb43,Denver (5-2),27,2016,7
302,5f993e4c2aa4ba0deeabcb45,Jacksonville (2-5),22,2016,8
303,5f993e4c2aa4ba0deeabcb46,Tennessee (4-4),36,2016,8
304,5f993e4c2aa4ba0deeabcb47,Washington (4-3-1),27,2016,8
305,5f993e4c2aa4ba0deeabcb48,Cincinnati (3-4-1),27,2016,8
306,5f993e4c2aa4ba0deeabcb49,Kansas City (5-2),30,2016,8
307,5f993e4c2aa4ba0deeabcb4a,Indianapolis (3-5),14,2016,8
308,5f993e4c2aa4ba0deeabcb4b,Oakland (6-2),30,2016,8
309,5f993e4c2aa4ba0deeabcb4c,Tampa Bay (3-4),24,2016,8
310,5f993e4c2aa4ba0deeabcb4d,Seattle (4-2-1),20,2016,8
311,5f993e4c2aa4ba0deeabcb4e,New Orleans (3-4),25,2016,8
