,index_x,Season_x,Week_x,Include_x,Team 1_x,Team 2_x,Spread Open,O/U Open,Open Favorite,Spread Close,O/U Close,Close Favorite,Spread Consensus Team 1,Spread Consensus Team 2,Over Consensus,Under Consensus,Moneyline Consensus Team 1,Moneyline Consensus Team 2,Game ID 1,Game ID 2,index_y,Season_y,Week_y,Include_y,Team 1_y,Team 2_y,Team 1 Final,Team 2 Final,Total Final
679,1370,2017,3,True,Houston,NewEngland,-13.0,43.5,Team 2,-13.5,44.5,Team 2,25%,75%,71%,29%,48%,52%,20173HoustonNewEngland,20173NewEnglandHouston,676,2017,3,True,Houston,NewEngland,33.0,36.0,69.0
680,1372,2017,3,True,NewOrleans,Carolina,-6.0,49.0,Team 2,-5.5,46.5,Team 2,56%,44%,71%,29%,73%,27%,20173NewOrleansCarolina,20173CarolinaNewOrleans,670,2017,3,True,NewOrleans,Carolina,34.0,13.0,47.0
681,1374,2017,3,True,TampaBay,Minnesota,0.0,41.0,No Favorite,-1.0,41.0,Team 1,77%,23%,53%,47%,62%,38%,20173TampaBayMinnesota,20173MinnesotaTampaBay,680,2017,3,True,TampaBay,Minnesota,17.0,34.0,51.0
682,1376,2017,3,True,Atlanta,Detroit,,,Team 1,-3.0,51.0,Team 1,70%,30%,85%,15%,54%,46%,20173AtlantaDetroit,20173DetroitAtlanta,666,2017,3,True,Atlanta,Detroit,30.0,26.0,56.0
683,1378,2017,3,True,NYGiants,Philadelphia,,,Team 1,-5.5,42.5,Team 2,46%,54%,64%,36%,68%,32%,20173NYGiantsPhiladelphia,20173PhiladelphiaNYGiants,682,2017,3,True,NYGiants,Philadelphia,24.0,27.0,51.0
684,1380,2017,3,True,Seattle,Tennessee,-1.0,43.5,Team 2,-2.5,41.5,Team 2,49%,51%,56%,44%,53%,47%,20173SeattleTennessee,20173TennesseeSeattle,684,2017,3,True,Seattle,Tennessee,27.0,33.0,60.0
685,1382,2017,3,True,KansasCity,LAChargers,-3.0,45.5,Team 1,-3.0,48.0,Team 1,62%,38%,79%,21%,37%,63%,20173KansasCityLAChargers,20173LAChargersKansasCity,688,2017,3,True,KansasCity,LAChargers,24.0,10.0,34.0
686,1384,2017,3,True,Cincinnati,GreenBay,,,Team 1,-7.0,47.5,Team 2,18%,82%,70%,30%,25%,75%,20173CincinnatiGreenBay,20173GreenBayCincinnati,686,2017,3,True,Cincinnati,GreenBay,24.0,27.0,51.0
687,1386,2017,3,True,Oakland,Washington,,,Team 1,-3.5,53.5,Team 1,69%,31%,64%,36%,68%,32%,20173OaklandWashington,20173WashingtonOakland,690,2017,3,True,Oakland,Washington,10.0,27.0,37.0
688,1388,2017,3,True,Dallas,Arizona,-3.5,47.5,Team 1,-3.0,46.5,Team 1,64%,36%,67%,33%,64%,36%,20173DallasArizona,20173ArizonaDallas,692,2017,3,True,Dallas,Arizona,28.0,17.0,45.0
689,1390,2017,4,True,Chicago,GreenBay,-7.5,45.5,Team 2,-7.0,44.5,Team 2,33%,67%,67%,33%,28%,72%,20174ChicagoGreenBay,20174GreenBayChicago,694,2017,4,True,Chicago,GreenBay,14.0,35.0,49.0
690,1392,2017,4,True,NewOrleans,Miami,,,Team 1,-4.0,52.0,Team 1,69%,31%,62%,38%,62%,38%,20174NewOrleansMiami,20174MiamiNewOrleans,696,2017,4,True,NewOrleans,Miami,20.0,0.0,20.0
691,1394,2017,4,True,Carolina,NewEngland,,,Team 1,-9.5,48.0,Team 2,26%,74%,82%,18%,37%,63%,20174CarolinaNewEngland,20174NewEnglandCarolina,702,2017,4,True,Carolina,NewEngland,33.0,30.0,63.0
692,1396,2017,4,True,LARams,Dallas,,,Team 1,-5.5,50.5,Team 2,42%,58%,67%,33%,29%,71%,20174LARamsDallas,20174DallasLARams,706,2017,4,True,LARams,Dallas,35.0,30.0,65.0
693,1398,2017,4,True,Detroit,Minnesota,0.0,43.5,No Favorite,-2.5,43.5,Team 2,45%,55%,81%,19%,66%,34%,20174DetroitMinnesota,20174MinnesotaDetroit,708,2017,4,True,Detroit,Minnesota,14.0,7.0,21.0
694,1400,2017,4,True,Tennessee,Houston,-1.0,44.0,Team 1,-2.5,43.0,Team 1,64%,36%,71%,29%,57%,43%,20174TennesseeHouston,20174HoustonTennessee,710,2017,4,True,Tennessee,Houston,14.0,57.0,71.0
695,1402,2017,4,True,Jacksonville,NYJets,-4.0,39.5,Team 1,-4.0,38.5,Team 1,76%,24%,62%,38%,62%,38%,20174JacksonvilleNYJets,20174NYJetsJacksonville,712,2017,4,True,Jacksonville,NYJets,20.0,23.0,43.0
696,1404,2017,4,True,Cincinnati,Cleveland,,,Team 1,-3.5,41.5,Team 1,73%,27%,78%,22%,70%,30%,20174CincinnatiCleveland,20174ClevelandCincinnati,704,2017,4,True,Cincinnati,Cleveland,31.0,7.0,38.0
697,1406,2017,4,True,Pittsburgh,Baltimore,,,Team 1,-3.5,42.0,Team 1,54%,46%,51%,49%,67%,33%,20174PittsburghBaltimore,20174BaltimorePittsburgh,700,2017,4,True,Pittsburgh,Baltimore,26.0,9.0,35.0
698,1408,2017,4,True,Buffalo,Atlanta,-9.5,49.0,Team 2,-8.0,48.5,Team 2,35%,65%,71%,29%,47%,53%,20174BuffaloAtlanta,20174AtlantaBuffalo,698,2017,4,True,Buffalo,Atlanta,23.0,17.0,40.0
699,1410,2017,4,True,NYGiants,TampaBay,,,Team 1,-2.5,45.5,Team 2,55%,45%,83%,17%,78%,22%,20174NYGiantsTampaBay,20174TampaBayNYGiants,718,2017,4,True,NYGiants,TampaBay,23.0,25.0,48.0
700,1412,2017,4,True,Philadelphia,LAChargers,,,Team 1,-2.0,48.0,Team 2,48%,52%,84%,16%,44%,56%,20174PhiladelphiaLAChargers,20174LAChargersPhiladelphia,716,2017,4,True,Philadelphia,LAChargers,26.0,24.0,50.0
701,1414,2017,4,True,SanFrancisco,Arizona,,,Team 1,-6.5,43.5,Team 2,33%,67%,71%,29%,25%,75%,20174SanFranciscoArizona,20174ArizonaSanFrancisco,714,2017,4,True,SanFrancisco,Arizona,15.0,18.0,33.0
702,1416,2017,4,True,Oakland,Denver,0.0,47.0,No Favorite,-3.5,44.0,Team 2,36%,64%,71%,29%,45%,55%,20174OaklandDenver,20174DenverOakland,720,2017,4,True,Oakland,Denver,10.0,16.0,26.0
703,1418,2017,4,True,Indianapolis,Seattle,,,Team 1,-12.5,41.5,Team 2,38%,62%,53%,47%,48%,52%,20174IndianapolisSeattle,20174SeattleIndianapolis,722,2017,4,True,Indianapolis,Seattle,18.0,46.0,64.0
704,1420,2017,4,True,Washington,KansasCity,-9.0,49.0,Team 2,-6.5,47.5,Team 2,38%,62%,48%,52%,44%,56%,20174WashingtonKansasCity,20174KansasCityWashington,724,2017,4,True,Washington,KansasCity,20.0,29.0,49.0
705,1422,2017,5,True,NewEngland,TampaBay,-4.0,54.0,Team 1,-4.0,54.5,Team 1,71%,29%,76%,24%,66%,34%,20175NewEnglandTampaBay,20175TampaBayNewEngland,726,2017,5,True,NewEngland,TampaBay,19.0,14.0,33.0
706,1424,2017,5,True,LAChargers,NYGiants,-4.0,44.5,Team 2,-3.0,45.5,Team 2,40%,60%,58%,42%,44%,56%,20175LAChargersNYGiants,20175NYGiantsLAChargers,740,2017,5,True,LAChargers,NYGiants,27.0,22.0,49.0
707,1426,2017,5,True,Buffalo,Cincinnati,-3.5,39.0,Team 2,-3.0,39.0,Team 2,48%,52%,51%,49%,60%,40%,20175BuffaloCincinnati,20175CincinnatiBuffalo,730,2017,5,True,Buffalo,Cincinnati,16.0,20.0,36.0
708,1428,2017,5,True,NYJets,Cleveland,-2.5,39.0,Team 2,-1.5,41.5,Team 1,56%,44%,43%,57%,66%,34%,20175NYJetsCleveland,20175ClevelandNYJets,734,2017,5,True,NYJets,Cleveland,17.0,14.0,31.0
709,1430,2017,5,True,Jacksonville,Pittsburgh,-9.0,44.5,Team 2,-7.5,41.5,Team 2,36%,64%,63%,37%,17%,83%,20175JacksonvillePittsburgh,20175PittsburghJacksonville,738,2017,5,True,Jacksonville,Pittsburgh,30.0,9.0,39.0
710,1432,2017,5,True,Tennessee,Miami,-2.5,43.5,Team 1,-1.0,41.5,Team 2,28%,72%,60%,40%,34%,66%,20175TennesseeMiami,20175MiamiTennessee,742,2017,5,True,Tennessee,Miami,10.0,16.0,26.0
711,1434,2017,5,True,SanFrancisco,Indianapolis,-2.5,43.0,Team 2,-1.5,44.0,Team 2,44%,56%,75%,25%,58%,42%,20175SanFranciscoIndianapolis,20175IndianapolisSanFrancisco,736,2017,5,True,SanFrancisco,Indianapolis,23.0,26.0,49.0
712,1436,2017,5,True,Arizona,Philadelphia,-6.5,45.0,Team 2,-6.5,45.0,Team 2,34%,66%,63%,37%,52%,48%,20175ArizonaPhiladelphia,20175PhiladelphiaArizona,728,2017,5,True,Arizona,Philadelphia,7.0,34.0,41.0
713,1438,2017,5,True,Carolina,Detroit,-3.0,43.5,Team 2,-2.0,42.0,Team 2,32%,68%,79%,21%,22%,78%,20175CarolinaDetroit,20175DetroitCarolina,732,2017,5,True,Carolina,Detroit,27.0,24.0,51.0
714,1440,2017,5,True,Seattle,LARams,0.0,46.0,No Favorite,-2.0,47.0,Team 2,52%,48%,40%,60%,53%,47%,20175SeattleLARams,20175LARamsSeattle,746,2017,5,True,Seattle,LARams,16.0,10.0,26.0
715,1442,2017,5,True,Baltimore,Oakland,-4.0,40.0,Team 2,-3.0,40.5,Team 2,49%,51%,49%,51%,46%,54%,20175BaltimoreOakland,20175OaklandBaltimore,744,2017,5,True,Baltimore,Oakland,30.0,17.0,47.0
716,1444,2017,5,True,GreenBay,Dallas,-2.5,53.0,Team 2,-2.5,52.5,Team 2,59%,41%,80%,20%,75%,25%,20175GreenBayDallas,20175DallasGreenBay,748,2017,5,True,GreenBay,Dallas,35.0,31.0,66.0
717,1446,2017,5,True,KansasCity,Houston,-1.5,47.0,Team 1,-2.0,45.0,Team 1,62%,38%,76%,24%,55%,45%,20175KansasCityHouston,20175HoustonKansasCity,750,2017,5,True,KansasCity,Houston,42.0,34.0,76.0
718,1448,2017,5,True,Minnesota,Chicago,-3.0,40.5,Team 1,-3.5,41.0,Team 1,69%,31%,51%,49%,61%,39%,20175MinnesotaChicago,20175ChicagoMinnesota,752,2017,5,True,Minnesota,Chicago,20.0,17.0,37.0
719,1450,2017,6,True,Philadelphia,Carolina,,,Team 1,-3.0,44.0,Team 2,39%,61%,79%,21%,48%,52%,20176PhiladelphiaCarolina,20176CarolinaPhiladelphia,754,2017,6,True,Philadelphia,Carolina,28.0,23.0,51.0
720,1452,2017,6,True,Cleveland,Houston,-12.0,44.0,Team 2,-7.5,46.0,Team 2,32%,68%,68%,32%,26%,74%,20176ClevelandHouston,20176HoustonCleveland,760,2017,6,True,Cleveland,Houston,17.0,33.0,50.0
721,1454,2017,6,True,NewEngland,NYJets,-9.5,47.0,Team 1,-9.5,48.5,Team 1,70%,30%,60%,40%,73%,27%,20176NewEnglandNYJets,20176NYJetsNewEngland,766,2017,6,True,NewEngland,NYJets,24.0,17.0,41.0
722,1456,2017,6,True,Miami,Atlanta,-9.5,47.5,Team 2,-13.5,46.0,Team 2,40%,60%,62%,38%,40%,60%,20176MiamiAtlanta,20176AtlantaMiami,756,2017,6,True,Miami,Atlanta,20.0,17.0,37.0
723,1458,2017,6,True,Detroit,NewOrleans,-4.0,51.0,Team 2,-5.5,50.5,Team 2,57%,43%,74%,26%,74%,26%,20176DetroitNewOrleans,20176NewOrleansDetroit,762,2017,6,True,Detroit,NewOrleans,38.0,52.0,90.0
724,1460,2017,6,True,GreenBay,Minnesota,-3.5,47.0,Team 1,-3.0,46.0,Team 1,74%,26%,52%,48%,59%,41%,20176GreenBayMinnesota,20176MinnesotaGreenBay,764,2017,6,True,GreenBay,Minnesota,10.0,23.0,33.0
725,1462,2017,6,True,Chicago,Baltimore,-7.0,41.5,Team 2,-5.5,39.5,Team 2,45%,55%,58%,42%,42%,58%,20176ChicagoBaltimore,20176BaltimoreChicago,758,2017,6,True,Chicago,Baltimore,27.0,24.0,51.0
726,1464,2017,6,True,SanFrancisco,Washington,-9.0,46.5,Team 2,-11.0,46.5,Team 2,52%,48%,68%,32%,41%,59%,20176SanFranciscoWashington,20176WashingtonSanFrancisco,768,2017,6,True,SanFrancisco,Washington,24.0,26.0,50.0
727,1466,2017,6,True,LARams,Jacksonville,-2.5,43.5,Team 2,-1.0,42.0,Team 2,45%,55%,82%,18%,72%,28%,20176LARamsJacksonville,20176JacksonvilleLARams,772,2017,6,True,LARams,Jacksonville,27.0,17.0,44.0
728,1468,2017,6,True,TampaBay,Arizona,-1.0,44.5,Team 2,-2.5,47.0,Team 1,55%,45%,85%,15%,62%,38%,20176TampaBayArizona,20176ArizonaTampaBay,770,2017,6,True,TampaBay,Arizona,33.0,38.0,71.0
729,1470,2017,6,True,Pittsburgh,KansasCity,-3.0,47.0,Team 2,-3.5,46.0,Team 2,39%,61%,79%,21%,68%,32%,20176PittsburghKansasCity,20176KansasCityPittsburgh,774,2017,6,True,Pittsburgh,KansasCity,19.0,13.0,32.0
730,1472,2017,6,True,LAChargers,Oakland,-4.0,50.5,Team 2,-3.0,48.0,Team 2,27%,73%,62%,38%,33%,67%,20176LAChargersOakland,20176OaklandLAChargers,776,2017,6,True,LAChargers,Oakland,17.0,16.0,33.0
731,1474,2017,6,True,NYGiants,Denver,-9.5,40.5,Team 2,-13.5,37.5,Team 2,42%,58%,66%,34%,58%,42%,20176NYGiantsDenver,20176DenverNYGiants,778,2017,6,True,NYGiants,Denver,23.0,10.0,33.0
732,1476,2017,6,True,Indianapolis,Tennessee,-7.5,49.0,Team 2,-7.0,46.5,Team 2,42%,58%,62%,38%,55%,45%,20176IndianapolisTennessee,20176TennesseeIndianapolis,780,2017,6,True,Indianapolis,Tennessee,22.0,36.0,58.0
733,1478,2017,7,True,KansasCity,Oakland,-3.0,47.5,Team 1,-3.0,46.5,Team 1,71%,29%,59%,41%,52%,48%,20177KansasCityOakland,20177OaklandKansasCity,782,2017,7,True,KansasCity,Oakland,30.0,31.0,61.0
734,1480,2017,7,True,Tennessee,Cleveland,-7.0,46.5,Team 1,-6.0,42.5,Team 1,65%,35%,53%,47%,58%,42%,20177TennesseeCleveland,20177ClevelandTennessee,792,2017,7,True,Tennessee,Cleveland,12.0,9.0,21.0
735,1482,2017,7,True,Jacksonville,Indianapolis,-3.0,44.0,Team 1,-3.0,41.5,Team 1,57%,43%,62%,38%,41%,59%,20177JacksonvilleIndianapolis,20177IndianapolisJacksonville,796,2017,7,True,Jacksonville,Indianapolis,27.0,0.0,27.0
736,1484,2017,7,True,Cincinnati,Pittsburgh,-6.0,41.0,Team 2,-4.0,40.0,Team 2,35%,65%,70%,30%,23%,77%,20177CincinnatiPittsburgh,20177PittsburghCincinnati,802,2017,7,True,Cincinnati,Pittsburgh,14.0,29.0,43.0
737,1486,2017,7,True,Baltimore,Minnesota,-5.0,39.5,Team 2,-5.0,38.0,Team 2,40%,60%,39%,61%,38%,62%,20177BaltimoreMinnesota,20177MinnesotaBaltimore,786,2017,7,True,Baltimore,Minnesota,16.0,24.0,40.0
738,1488,2017,7,True,NYJets,Miami,-3.5,38.5,Team 2,-3.0,39.5,Team 2,36%,64%,64%,36%,65%,35%,20177NYJetsMiami,20177MiamiNYJets,798,2017,7,True,NYJets,Miami,28.0,31.0,59.0
739,1490,2017,7,True,TampaBay,Buffalo,-3.0,44.0,Team 2,-3.0,46.0,Team 2,25%,75%,26%,74%,36%,64%,20177TampaBayBuffalo,20177BuffaloTampaBay,788,2017,7,True,TampaBay,Buffalo,27.0,30.0,57.0
740,1492,2017,7,True,Carolina,Chicago,-3.5,41.5,Team 1,-3.0,39.5,Team 1,72%,28%,75%,25%,76%,24%,20177CarolinaChicago,20177ChicagoCarolina,790,2017,7,True,Carolina,Chicago,3.0,17.0,20.0
741,1494,2017,7,True,NewOrleans,GreenBay,-3.5,47.5,Team 1,-4.0,45.5,Team 1,64%,36%,55%,45%,53%,47%,20177NewOrleansGreenBay,20177GreenBayNewOrleans,794,2017,7,True,NewOrleans,GreenBay,26.0,17.0,43.0
742,1496,2017,7,True,Arizona,LARams,-3.5,47.5,Team 2,-3.0,45.5,Team 2,41%,59%,67%,33%,74%,26%,20177ArizonaLARams,20177LARamsArizona,784,2017,7,True,Arizona,LARams,0.0,33.0,33.0
743,1498,2017,7,True,Dallas,SanFrancisco,-4.5,47.0,Team 1,-6.5,48.0,Team 1,64%,36%,79%,21%,66%,34%,20177DallasSanFrancisco,20177SanFranciscoDallas,800,2017,7,True,Dallas,SanFrancisco,40.0,10.0,50.0
744,1500,2017,7,True,Seattle,NYGiants,-8.0,39.0,Team 1,-4.0,39.0,Team 1,64%,36%,76%,24%,79%,21%,20177SeattleNYGiants,20177NYGiantsSeattle,806,2017,7,True,Seattle,NYGiants,24.0,7.0,31.0
745,1502,2017,7,True,Denver,LAChargers,-1.0,43.5,Team 1,-1.0,41.0,Team 1,76%,24%,75%,25%,44%,56%,20177DenverLAChargers,20177LAChargersDenver,804,2017,7,True,Denver,LAChargers,0.0,21.0,21.0
746,1504,2017,7,True,Atlanta,NewEngland,-4.0,54.0,Team 2,-3.0,57.0,Team 2,42%,58%,58%,42%,54%,46%,20177AtlantaNewEngland,20177NewEnglandAtlanta,808,2017,7,True,Atlanta,NewEngland,7.0,23.0,30.0
747,1506,2017,7,True,Washington,Philadelphia,-6.0,48.5,Team 2,-5.5,49.0,Team 2,44%,56%,68%,32%,45%,55%,20177WashingtonPhiladelphia,20177PhiladelphiaWashington,810,2017,7,True,Washington,Philadelphia,24.0,34.0,58.0
748,1508,2017,8,True,Miami,Baltimore,-3.0,37.5,Team 2,-3.0,38.0,Team 2,51%,49%,62%,38%,59%,41%,20178MiamiBaltimore,20178BaltimoreMiami,812,2017,8,True,Miami,Baltimore,0.0,40.0,40.0
749,1510,2017,8,True,Minnesota,Cleveland,-8.0,37.5,Team 1,-11.0,38.5,Team 1,67%,33%,40%,60%,79%,21%,20178MinnesotaCleveland,20178ClevelandMinnesota,814,2017,8,True,Minnesota,Cleveland,33.0,16.0,49.0
750,1512,2017,8,True,Chicago,NewOrleans,-8.5,48.0,Team 2,-8.5,46.0,Team 2,33%,67%,63%,37%,44%,56%,20178ChicagoNewOrleans,20178NewOrleansChicago,822,2017,8,True,Chicago,NewOrleans,12.0,20.0,32.0
751,1514,2017,8,True,Atlanta,NYJets,-7.0,46.5,Team 1,-6.5,44.0,Team 1,66%,34%,53%,47%,72%,28%,20178AtlantaNYJets,20178NYJetsAtlanta,816,2017,8,True,Atlanta,NYJets,25.0,20.0,45.0
752,1516,2017,8,True,Carolina,TampaBay,-2.5,44.0,Team 2,-1.0,46.0,Team 2,67%,33%,74%,26%,65%,35%,20178CarolinaTampaBay,20178TampaBayCarolina,820,2017,8,True,Carolina,TampaBay,17.0,3.0,20.0
753,1518,2017,8,True,SanFrancisco,Philadelphia,-11.5,48.0,Team 2,-13.0,44.5,Team 2,41%,59%,50%,50%,33%,67%,20178SanFranciscoPhiladelphia,20178PhiladelphiaSanFrancisco,828,2017,8,True,SanFrancisco,Philadelphia,10.0,33.0,43.0
754,1520,2017,8,True,Oakland,Buffalo,-3.0,45.0,Team 2,-2.0,47.5,Team 2,63%,37%,33%,67%,66%,34%,20178OaklandBuffalo,20178BuffaloOakland,818,2017,8,True,Oakland,Buffalo,14.0,34.0,48.0
755,1522,2017,8,True,Indianapolis,Cincinnati,-9.5,41.0,Team 2,-10.5,44.0,Team 2,48%,52%,67%,33%,52%,48%,20178IndianapolisCincinnati,20178CincinnatiIndianapolis,824,2017,8,True,Indianapolis,Cincinnati,23.0,24.0,47.0
756,1524,2017,8,True,LAChargers,NewEngland,-5.5,49.5,Team 2,-7.0,49.0,Team 2,39%,61%,76%,24%,35%,65%,20178LAChargersNewEngland,20178NewEnglandLAChargers,826,2017,8,True,LAChargers,NewEngland,13.0,21.0,34.0
757,1526,2017,8,True,Houston,Seattle,-6.0,42.5,Team 2,-6.5,45.0,Team 2,37%,63%,72%,28%,61%,39%,20178HoustonSeattle,20178SeattleHouston,830,2017,8,True,Houston,Seattle,38.0,41.0,79.0
758,1528,2017,8,True,Dallas,Washington,-1.0,51.0,Team 2,-3.0,46.5,Team 1,61%,39%,80%,20%,72%,28%,20178DallasWashington,20178WashingtonDallas,832,2017,8,True,Dallas,Washington,33.0,19.0,52.0
759,1530,2017,8,True,Pittsburgh,Detroit,-3.0,45.0,Team 1,-3.0,45.0,Team 1,69%,31%,72%,28%,54%,46%,20178PittsburghDetroit,20178DetroitPittsburgh,834,2017,8,True,Pittsburgh,Detroit,20.0,15.0,35.0
760,1532,2017,8,True,Denver,KansasCity,-7.0,44.0,Team 2,-7.0,42.0,Team 2,41%,59%,71%,29%,36%,64%,20178DenverKansasCity,20178KansasCityDenver,836,2017,8,True,Denver,KansasCity,19.0,29.0,48.0
761,1534,2017,9,True,Buffalo,NYJets,-3.5,42.0,Team 1,-3.5,42.5,Team 1,64%,36%,64%,36%,76%,24%,20179BuffaloNYJets,20179NYJetsBuffalo,838,2017,9,True,Buffalo,NYJets,21.0,34.0,55.0
762,1536,2017,9,True,Denver,Philadelphia,-7.5,44.5,Team 2,-7.0,41.0,Team 2,27%,73%,56%,44%,46%,54%,20179DenverPhiladelphia,20179PhiladelphiaDenver,846,2017,9,True,Denver,Philadelphia,23.0,51.0,74.0
763,1538,2017,9,True,LARams,NYGiants,-3.5,43.5,Team 1,-6.0,42.5,Team 1,59%,41%,69%,31%,61%,39%,20179LARamsNYGiants,20179NYGiantsLARams,850,2017,9,True,LARams,NYGiants,51.0,17.0,68.0
764,1540,2017,9,True,TampaBay,NewOrleans,-7.0,50.0,Team 2,-7.0,54.5,Team 2,37%,63%,69%,31%,40%,60%,20179TampaBayNewOrleans,20179NewOrleansTampaBay,852,2017,9,True,TampaBay,NewOrleans,10.0,30.0,40.0
765,1542,2017,9,True,Cincinnati,Jacksonville,-3.5,39.5,Team 2,-5.5,38.0,Team 2,54%,46%,67%,33%,25%,75%,20179CincinnatiJacksonville,20179JacksonvilleCincinnati,844,2017,9,True,Cincinnati,Jacksonville,7.0,23.0,30.0
766,1544,2017,9,True,Atlanta,Carolina,-1.0,44.0,Team 2,-3.0,42.0,Team 1,45%,55%,67%,33%,47%,53%,20179AtlantaCarolina,20179CarolinaAtlanta,840,2017,9,True,Atlanta,Carolina,17.0,20.0,37.0
767,1546,2017,9,True,Indianapolis,Houston,-14.0,48.0,Team 2,-6.0,45.0,Team 2,47%,53%,48%,52%,84%,16%,20179IndianapolisHouston,20179HoustonIndianapolis,848,2017,9,True,Indianapolis,Houston,20.0,14.0,34.0
768,1548,2017,9,True,Baltimore,Tennessee,-5.0,43.0,Team 2,-3.0,41.0,Team 2,36%,64%,77%,23%,56%,44%,20179BaltimoreTennessee,20179TennesseeBaltimore,842,2017,9,True,Baltimore,Tennessee,20.0,23.0,43.0
769,1550,2017,9,True,Arizona,SanFrancisco,0.0,39.5,No Favorite,-2.5,39.0,Team 1,72%,28%,45%,55%,53%,47%,20179ArizonaSanFrancisco,20179SanFranciscoArizona,854,2017,9,True,Arizona,SanFrancisco,20.0,10.0,30.0
770,1552,2017,9,True,Washington,Seattle,-8.0,45.0,Team 2,-8.5,44.5,Team 2,44%,56%,74%,26%,37%,63%,20179WashingtonSeattle,20179SeattleWashington,856,2017,9,True,Washington,Seattle,17.0,14.0,31.0
771,1554,2017,9,True,KansasCity,Dallas,0.0,48.5,No Favorite,-2.5,53.0,Team 2,48%,52%,59%,41%,45%,55%,20179KansasCityDallas,20179DallasKansasCity,858,2017,9,True,KansasCity,Dallas,17.0,28.0,45.0
772,1556,2017,9,True,Oakland,Miami,-2.5,43.5,Team 1,-3.0,45.0,Team 1,59%,41%,62%,38%,78%,22%,20179OaklandMiami,20179MiamiOakland,860,2017,9,True,Oakland,Miami,27.0,24.0,51.0
773,1558,2017,9,True,Detroit,GreenBay,0.0,43.0,No Favorite,-2.5,43.0,Team 1,67%,33%,69%,31%,76%,24%,20179DetroitGreenBay,20179GreenBayDetroit,862,2017,9,True,Detroit,GreenBay,30.0,17.0,47.0
774,1560,2017,10,True,Seattle,Arizona,-6.5,42.5,Team 1,-6.0,40.5,Team 1,66%,34%,64%,36%,75%,25%,201710SeattleArizona,201710ArizonaSeattle,864,2017,10,True,Seattle,Arizona,22.0,16.0,38.0
775,1562,2017,10,True,Minnesota,Washington,-3.0,42.5,Team 1,-1.0,43.0,Team 1,40%,60%,51%,49%,39%,61%,201710MinnesotaWashington,201710WashingtonMinnesota,878,2017,10,True,Minnesota,Washington,38.0,30.0,68.0
776,1564,2017,10,True,GreenBay,Chicago,-3.0,41.0,Team 2,-5.0,37.5,Team 2,37%,63%,52%,48%,67%,33%,201710GreenBayChicago,201710ChicagoGreenBay,868,2017,10,True,GreenBay,Chicago,23.0,16.0,39.0
777,1566,2017,10,True,Pittsburgh,Indianapolis,-10.0,43.0,Team 1,-11.0,47.0,Team 1,74%,26%,50%,50%,71%,29%,201710PittsburghIndianapolis,201710IndianapolisPittsburgh,874,2017,10,True,Pittsburgh,Indianapolis,20.0,17.0,37.0
778,1568,2017,10,True,LAChargers,Jacksonville,-5.0,41.5,Team 2,-5.0,40.5,Team 2,50%,50%,68%,32%,31%,69%,201710LAChargersJacksonville,201710JacksonvilleLAChargers,876,2017,10,True,LAChargers,Jacksonville,17.0,20.0,37.0
779,1570,2017,10,True,NYJets,TampaBay,0.0,42.5,No Favorite,-1.0,44.5,Team 2,58%,42%,72%,28%,50%,50%,201710NYJetsTampaBay,201710TampaBayNYJets,880,2017,10,True,NYJets,TampaBay,10.0,15.0,25.0
780,1572,2017,10,True,Cincinnati,Tennessee,-6.0,41.0,Team 2,-4.5,40.5,Team 2,49%,51%,66%,34%,51%,49%,201710CincinnatiTennessee,201710TennesseeCincinnati,870,2017,10,True,Cincinnati,Tennessee,20.0,24.0,44.0
781,1574,2017,10,True,NewOrleans,Buffalo,-2.5,48.5,Team 1,-2.0,48.0,Team 1,45%,55%,61%,39%,35%,65%,201710NewOrleansBuffalo,201710BuffaloNewOrleans,866,2017,10,True,NewOrleans,Buffalo,47.0,10.0,57.0
782,1576,2017,10,True,Cleveland,Detroit,-9.5,41.0,Team 2,-10.0,42.5,Team 2,40%,60%,61%,39%,36%,64%,201710ClevelandDetroit,201710DetroitCleveland,872,2017,10,True,Cleveland,Detroit,24.0,38.0,62.0
783,1578,2017,10,True,Houston,LARams,-11.0,47.0,Team 2,-13.0,45.5,Team 2,25%,75%,58%,42%,68%,32%,201710HoustonLARams,201710LARamsHouston,882,2017,10,True,Houston,LARams,7.0,33.0,40.0
784,1580,2017,10,True,Dallas,Atlanta,-3.0,53.0,Team 2,-3.5,49.0,Team 2,54%,46%,84%,16%,48%,52%,201710DallasAtlanta,201710AtlantaDallas,884,2017,10,True,Dallas,Atlanta,7.0,27.0,34.0
785,1582,2017,10,True,NYGiants,SanFrancisco,-1.5,42.0,Team 2,-3.0,41.5,Team 1,60%,40%,58%,42%,52%,48%,201710NYGiantsSanFrancisco,201710SanFranciscoNYGiants,886,2017,10,True,NYGiants,SanFrancisco,21.0,31.0,52.0
786,1584,2017,10,True,NewEngland,Denver,-7.0,46.5,Team 1,-7.0,45.0,Team 1,74%,26%,71%,29%,64%,36%,201710NewEnglandDenver,201710DenverNewEngland,888,2017,10,True,NewEngland,Denver,41.0,16.0,57.0
787,1586,2017,10,True,Miami,Carolina,-10.0,39.5,Team 2,-8.0,38.5,Team 2,46%,54%,67%,33%,41%,59%,201710MiamiCarolina,201710CarolinaMiami,890,2017,10,True,Miami,Carolina,21.0,45.0,66.0
